year,zone_stat,desc_zone,district,area,n_stops,n_lines,avg_distan,tot,tot_F,tot_M,tot_foreig,n_fam,minors,working_age,seniors,stop_coverage,tot_accidents,tot_vehicles_involves,vehicle_categories,n_public_vehicles,public_accidents
2019,75,Val Salice,8,1347277.1975582002,28,40,17.53765199161425,1458,878,756,246,979,209.0,814.0,611.0,0.19707147938241798,7.0,11.0,"['privato_moto', 'privato_vettura']",0.0,0.0
2019,76,Villaretto,6,5146630.907527,20,25,18.43828791055206,1009,476,532,199,386,264.0,649.0,95.0,0.30466428294496595,11.0,24.0,"['polizia', 'privato_moto', 'privato_vettura', 'veicoli_grandi']",0.0,0.0
2019,77,Falchera,6,3123646.8767105,32,92,23.67253319357093,5483,3406,3155,1006,2756,1141.0,3722.0,1698.0,0.17784840856026501,11.0,21.0,"['altro', 'privato_vettura', 'pubblico', 'veicoli_grandi']",1.0,1.0
2019,78,Villaggio Snia-Abbadia di Stura,6,2743747.9027186995,40,114,29.45456424079066,3326,1817,1865,756,1735,589.0,2188.0,905.0,2.48895618975103,51.0,96.0,"['altro', 'bicicletta', 'polizia', 'privato_moto', 'privato_vettura', 'pubblico', 'veicoli_grandi']",3.0,3.0
2019,79,Bertolla,6,4082193.1437793905,35,103,52.973515024458415,10662,5997,5644,1092,5493,1716.0,7075.0,2850.0,0.541721735729129,64.0,124.0,"['privato_moto', 'privato_vettura', 'pubblico', 'veicoli_grandi']",1.0,1.0
2019,8,Comandi militari,1,540922.42647837,31,99,51.28965758211041,5359,2851,2483,306,2759,859.0,3274.0,1201.0,0.6200257944374681,61.0,128.0,"['bicicletta', 'polizia', 'privato_moto', 'privato_vettura', 'pubblico', 'soccorso', 'veicoli_grandi']",3.0,3.0
2019,80,Superga,7,1790477.3265713,12,16,5.905730258560446,606,297,309,63,303,85.0,393.0,128.0,0.201338398284908,4.0,5.0,"['bicicletta', 'polizia', 'privato_vettura']",0.0,0.0
2019,81,Mongreno,7,2145815.015022,9,18,11.627044025157232,290,135,155,25,122,58.0,175.0,57.0,0.157268170426065,1.0,2.0,['privato_vettura'],0.0,0.0
2019,82,Reaglie-Forni e Goffi,7,2189928.8355860002,9,18,10.502445842068484,1046,544,502,109,449,204.0,611.0,231.0,0.046740925366485,2.0,3.0,['privato_vettura'],0.0,0.0
2019,83,Santa Margherita,8,1686325.5006707003,25,33,17.194828791055205,1769,920,849,175,849,274.0,974.0,521.0,0.210452058806155,6.0,11.0,"['privato_moto', 'privato_vettura', 'pubblico']",4.0,3.0
2019,84,Eremo-Strada di Pecetto,7,2102915.3636208,20,20,17.169578383414862,724,380,337,89,333,122.0,409.0,186.0,0.268152627860058,4.0,6.0,['privato_vettura'],0.0,0.0
2019,85,San Vito,8,2274574.286857,25,31,17.33678546470999,1349,722,622,111,626,228.0,784.0,332.0,0.34222013537681994,2.0,4.0,['privato_vettura'],0.0,0.0
2019,86,Parco della Rimembranza,8,2025636.79386,11,11,14.449965059399021,245,117,118,24,102,43.0,142.0,50.0,0.7418361922121309,2.0,3.0,"['privato_moto', 'privato_vettura']",0.0,0.0
2019,87,Cavoretto-Val Pattonera,8,1460273.2982580303,18,18,18.5641060197664,1731,903,828,125,825,260.0,1010.0,461.0,0.10760570874397499,3.0,6.0,"['bicicletta', 'privato_vettura']",0.0,0.0
2019,88,Strada Ronchi-Tetti Gramaglia,8,1248926.5697903999,1,1,2.70188679245283,686,352,329,26,306,110.0,398.0,173.0,0.027777777777778,0.0,0.0,[],0.0,0.0
2019,89,Giardino Colonnetti,2,1710516.82701163,30,80,36.06465086276407,8160,4629,4120,1412,4123,1321.0,5325.0,2103.0,0.478036631761797,30.0,63.0,"['polizia', 'privato_moto', 'privato_vettura', 'pubblico']",1.0,1.0
2019,9,San Salvario,8,415985.00936702004,12,49,25.12159329140461,10487,5351,5136,1969,5898,1575.0,6706.0,2206.0,0.079435323256407,52.0,101.0,"['altro', 'bicicletta', 'polizia', 'privato_moto', 'privato_vettura', 'pubblico', 'soccorso', 'veicoli_grandi']",2.0,2.0
2019,90,Borgata Mirafiori,2,2290407.59821051,54,165,67.26617749825296,16651,9673,8846,1842,8922,2367.0,10625.0,5527.0,0.431103267006019,53.0,106.0,"['privato_moto', 'privato_vettura', 'pubblico', 'veicoli_grandi']",4.0,4.0
2019,91,Mirafiori Sud,2,1811560.3283301,28,123,19.84958071278826,4960,3064,2917,993,2701,862.0,3719.0,1400.0,0.461504604698747,14.0,31.0,"['bicicletta', 'privato_moto', 'privato_vettura']",0.0,0.0
2019,92,Cimitero Parco Torino sud,2,2240190.729975,28,71,8.599422452419121,531,237,286,59,273,93.0,398.0,32.0,2.237816764132553,12.0,25.0,"['bicicletta', 'privato_moto', 'privato_vettura', 'veicoli_grandi']",0.0,0.0
